Order_ID,Order_Date,Product_Category,Product_Name,Customer_Segment,Review_Text,Rating,Sentiment_Score,Sentiment_Label,Response_Status
ORD-1057,2025-07-25,Home & Kitchen,Product_41,Consumer,Will definitely buy again.,4,0.88,Positive,Replied
ORD-1058,2025-02-01,Home & Kitchen,Product_18,Consumer,"Average product, nothing special.",3,0.11,Neutral,Replied
ORD-1059,2025-07-09,Sports,Product_47,Small Business,Does not match the description.,1,-0.86,Negative,Pending
ORD-1060,2025-08-17,Home & Kitchen,Product_21,Small Business,Decent quality.,3,-0.27,Neutral,Replied
ORD-1061,2025-01-31,Beauty,Product_44,Small Business,"Average product, nothing special.",3,0.16,Neutral,Replied
ORD-1062,2025-08-20,Sports,Product_23,Corporate,"Arrived on time, works as expected.",3,0.01,Neutral,Replied
ORD-1063,2025-08-07,Electronics,Product_27,Corporate,Perfect fit and great color.,5,0.92,Positive,Pending
ORD-1064,2025-02-11,Home & Kitchen,Product_19,Small Business,Very poor customer service.,2,-0.67,Negative,Pending
ORD-1065,2025-09-26,Beauty,Product_10,Corporate,Perfect fit and great color.,4,0.69,Positive,Replied
ORD-1066,2025-01-14,Electronics,Product_25,Small Business,Perfect fit and great color.,4,0.75,Positive,Replied
ORD-1067,2025-07-24,Sports,Product_45,Consumer,Decent quality.,3,-0.27,Neutral,Pending
ORD-1068,2025-04-26,Sports,Product_22,Small Business,Will definitely buy again.,4,0.66,Positive,Pending
ORD-1069,2025-02-17,Sports,Product_5,Small Business,"Amazing quality, fast shipping!",5,0.7,Positive,Pending
ORD-1070,2025-10-26,Beauty,Product_30,Small Business,It's okay for the price.,3,0.13,Neutral,Pending
ORD-1071,2025-03-21,Home & Kitchen,Product_21,Small Business,Does not match the description.,2,-0.71,Negative,Replied
ORD-1072,2025-01-24,Electronics,Product_37,Consumer,Broken on arrival.,1,-0.94,Negative,Pending
ORD-1073,2025-03-24,Electronics,Product_24,Small Business,"Average product, nothing special.",3,0.03,Neutral,Replied
ORD-1074,2025-07-17,Fashion,Product_17,Corporate,Does not match the description.,2,-0.88,Negative,Replied
ORD-1075,2025-11-14,Beauty,Product_47,Corporate,Very poor customer service.,2,-0.89,Negative,Pending
ORD-1076,2025-06-28,Home & Kitchen,Product_44,Small Business,It's okay for the price.,3,-0.38,Neutral,Pending
ORD-1077,2025-03-08,Sports,Product_19,Corporate,Will definitely buy again.,4,0.82,Positive,Pending
ORD-1078,2025-03-20,Sports,Product_23,Small Business,Exceeded my expectations.,5,0.93,Positive,Replied
ORD-1079,2025-10-08,Electronics,Product_43,Consumer,Worst purchase ever.,2,-0.8,Negative,Replied
ORD-1080,2025-01-13,Fashion,Product_35,Consumer,Broken on arrival.,1,-0.56,Negative,Replied
ORD-1081,2025-12-04,Fashion,Product_28,Small Business,It's okay for the price.,3,0.22,Neutral,Replied
ORD-1082,2025-12-08,Electronics,Product_23,Consumer,"Amazing quality, fast shipping!",5,0.87,Positive,Pending
ORD-1083,2025-10-21,Fashion,Product_18,Corporate,Worst purchase ever.,1,-0.96,Negative,Pending
ORD-1084,2025-08-03,Home & Kitchen,Product_25,Consumer,Very poor customer service.,1,-0.57,Negative,Replied
ORD-1085,2025-06-21,Electronics,Product_8,Corporate,"Average product, nothing special.",3,0.39,Neutral,Pending
ORD-1086,2025-12-31,Beauty,Product_48,Corporate,"Amazing quality, fast shipping!",5,0.69,Positive,Pending
ORD-1087,2025-09-18,Sports,Product_34,Consumer,Broken on arrival.,1,-0.74,Negative,Replied
ORD-1088,2025-12-04,Fashion,Product_22,Small Business,Will definitely buy again.,4,0.96,Positive,Replied
ORD-1089,2025-08-25,Beauty,Product_46,Consumer,"Amazing quality, fast shipping!",4,0.85,Positive,Pending
ORD-1090,2025-01-03,Beauty,Product_39,Consumer,Exceeded my expectations.,4,0.52,Positive,Pending
ORD-1091,2025-12-21,Beauty,Product_28,Small Business,Will definitely buy again.,5,0.55,Positive,Pending
ORD-1092,2025-08-31,Electronics,Product_5,Consumer,Worst purchase ever.,1,-0.66,Negative,Pending
ORD-1093,2025-06-03,Beauty,Product_46,Small Business,Broken on arrival.,1,-0.97,Negative,Pending
ORD-1094,2025-05-06,Sports,Product_29,Consumer,"Arrived on time, works as expected.",3,0.22,Neutral,Pending
ORD-1095,2025-08-22,Beauty,Product_46,Consumer,Very poor customer service.,1,-0.69,Negative,Replied
ORD-1096,2025-08-17,Beauty,Product_9,Consumer,Very poor customer service.,1,-0.92,Negative,Replied
ORD-1097,2025-01-23,Fashion,Product_32,Corporate,Does not match the description.,2,-0.73,Negative,Pending
ORD-1098,2025-08-02,Sports,Product_38,Corporate,Will definitely buy again.,4,0.87,Positive,Pending
ORD-1099,2025-09-03,Sports,Product_47,Consumer,Does not match the description.,1,-0.72,Negative,Pending
ORD-1100,2025-07-07,Beauty,Product_49,Small Business,Perfect fit and great color.,5,0.71,Positive,Replied
ORD-1101,2025-12-02,Beauty,Product_2,Consumer,Very poor customer service.,2,-0.94,Negative,Pending
ORD-1102,2025-12-22,Sports,Product_12,Corporate,Decent quality.,3,0.14,Neutral,Replied
ORD-1103,2025-08-12,Beauty,Product_13,Consumer,Exceeded my expectations.,4,0.8,Positive,Replied
ORD-1104,2025-05-15,Beauty,Product_14,Consumer,"Arrived on time, works as expected.",3,0.1,Neutral,Pending
ORD-1105,2025-03-15,Sports,Product_23,Small Business,Does not match the description.,1,-0.99,Negative,Replied
ORD-1106,2025-07-22,Home & Kitchen,Product_2,Corporate,Worst purchase ever.,1,-0.94,Negative,Replied
ORD-1107,2025-02-09,Electronics,Product_21,Corporate,"Amazing quality, fast shipping!",4,0.86,Positive,Replied
ORD-1108,2025-07-06,Home & Kitchen,Product_2,Consumer,"Average product, nothing special.",3,0.24,Neutral,Replied
ORD-1109,2025-01-07,Home & Kitchen,Product_44,Small Business,Very poor customer service.,2,-0.73,Negative,Replied
ORD-1110,2025-02-20,Electronics,Product_44,Corporate,"Average product, nothing special.",3,-0.18,Neutral,Pending
ORD-1111,2025-12-20,Electronics,Product_28,Consumer,"Amazing quality, fast shipping!",4,0.96,Positive,Pending
ORD-1112,2025-02-07,Fashion,Product_31,Small Business,Will definitely buy again.,4,0.52,Positive,Replied
ORD-1113,2025-01-29,Electronics,Product_12,Consumer,Decent quality.,3,-0.23,Neutral,Replied
ORD-1114,2025-05-18,Beauty,Product_22,Corporate,Decent quality.,3,-0.35,Neutral,Pending
ORD-1115,2025-04-13,Electronics,Product_12,Small Business,Decent quality.,3,-0.14,Neutral,Pending
ORD-1116,2025-10-01,Electronics,Product_42,Small Business,Decent quality.,3,0.08,Neutral,Pending
ORD-1117,2025-08-03,Home & Kitchen,Product_40,Consumer,It's okay for the price.,3,0.07,Neutral,Pending
ORD-1118,2025-11-12,Electronics,Product_49,Corporate,"Average product, nothing special.",3,-0.19,Neutral,Replied
ORD-1119,2025-04-07,Sports,Product_22,Corporate,Worst purchase ever.,2,-0.57,Negative,Pending
ORD-1120,2025-01-26,Sports,Product_8,Small Business,Worst purchase ever.,2,-0.59,Negative,Replied
ORD-1121,2025-08-03,Fashion,Product_21,Corporate,Does not match the description.,1,-0.79,Negative,Replied
ORD-1122,2025-10-04,Beauty,Product_20,Consumer,It's okay for the price.,3,-0.3,Neutral,Pending
ORD-1123,2025-08-30,Sports,Product_27,Small Business,Will definitely buy again.,5,0.85,Positive,Pending
ORD-1124,2025-09-11,Electronics,Product_20,Corporate,Worst purchase ever.,1,-0.63,Negative,Pending
ORD-1125,2025-07-27,Electronics,Product_44,Small Business,Decent quality.,3,-0.2,Neutral,Replied
ORD-1126,2025-10-07,Beauty,Product_28,Small Business,Does not match the description.,1,-0.63,Negative,Replied
ORD-1127,2025-01-20,Sports,Product_44,Small Business,Very poor customer service.,2,-0.83,Negative,Replied
ORD-1128,2025-03-11,Beauty,Product_32,Small Business,Worst purchase ever.,2,-0.57,Negative,Replied
ORD-1129,2025-09-09,Beauty,Product_46,Small Business,"Average product, nothing special.",3,0.15,Neutral,Pending
ORD-1130,2025-11-10,Home & Kitchen,Product_34,Consumer,It's okay for the price.,3,0.21,Neutral,Pending
ORD-1131,2025-06-24,Home & Kitchen,Product_34,Corporate,Very poor customer service.,2,-0.99,Negative,Pending
ORD-1132,2025-10-21,Sports,Product_12,Consumer,Exceeded my expectations.,4,0.73,Positive,Pending
ORD-1133,2025-11-17,Fashion,Product_38,Small Business,Exceeded my expectations.,5,0.58,Positive,Pending
ORD-1134,2025-10-15,Fashion,Product_27,Small Business,"Arrived on time, works as expected.",3,0.02,Neutral,Pending
ORD-1135,2025-01-08,Beauty,Product_25,Consumer,"Amazing quality, fast shipping!",5,0.73,Positive,Replied
ORD-1136,2025-05-30,Sports,Product_29,Consumer,Worst purchase ever.,2,-0.57,Negative,Replied
ORD-1137,2025-03-18,Electronics,Product_8,Consumer,Very poor customer service.,2,-0.65,Negative,Pending
ORD-1138,2025-12-08,Home & Kitchen,Product_24,Consumer,Decent quality.,3,-0.36,Neutral,Pending
ORD-1139,2025-12-03,Sports,Product_5,Corporate,"Amazing quality, fast shipping!",5,0.91,Positive,Replied
ORD-1140,2025-07-23,Electronics,Product_40,Consumer,Perfect fit and great color.,5,0.7,Positive,Pending
ORD-1141,2025-06-09,Fashion,Product_31,Consumer,Does not match the description.,1,-0.92,Negative,Replied
ORD-1142,2025-07-07,Home & Kitchen,Product_22,Consumer,Does not match the description.,1,-0.67,Negative,Replied
ORD-1143,2025-12-07,Beauty,Product_6,Consumer,Does not match the description.,1,-0.95,Negative,Replied
ORD-1144,2025-12-30,Beauty,Product_42,Consumer,Very poor customer service.,2,-0.61,Negative,Replied
ORD-1145,2025-07-17,Sports,Product_44,Small Business,Worst purchase ever.,1,-0.86,Negative,Replied
ORD-1146,2025-07-23,Sports,Product_25,Small Business,"Average product, nothing special.",3,0.2,Neutral,Replied
ORD-1147,2025-09-21,Beauty,Product_4,Corporate,It's okay for the price.,3,0.13,Neutral,Replied
ORD-1148,2025-02-12,Home & Kitchen,Product_48,Corporate,Broken on arrival.,1,-0.55,Negative,Replied
ORD-1149,2025-08-13,Beauty,Product_37,Corporate,Does not match the description.,2,-0.93,Negative,Replied
ORD-1150,2025-07-25,Home & Kitchen,Product_1,Small Business,Broken on arrival.,1,-0.68,Negative,Pending
ORD-1151,2025-05-10,Electronics,Product_38,Small Business,Does not match the description.,1,-0.93,Negative,Pending
ORD-1152,2025-11-18,Sports,Product_41,Corporate,It's okay for the price.,3,-0.27,Neutral,Pending
ORD-1153,2025-11-07,Home & Kitchen,Product_5,Consumer,Broken on arrival.,1,-0.77,Negative,Pending
ORD-1154,2025-01-21,Beauty,Product_33,Consumer,Will definitely buy again.,5,1.0,Positive,Replied
ORD-1155,2025-10-24,Sports,Product_38,Small Business,Decent quality.,3,0.14,Neutral,Replied
ORD-1156,2025-01-06,Beauty,Product_2,Consumer,Very poor customer service.,2,-0.84,Negative,Pending
ORD-1157,2025-12-15,Fashion,Product_19,Small Business,Does not match the description.,1,-0.81,Negative,Pending
ORD-1158,2025-10-15,Electronics,Product_44,Consumer,Decent quality.,3,0.18,Neutral,Pending
ORD-1159,2025-11-22,Fashion,Product_43,Corporate,It's okay for the price.,3,0.21,Neutral,Pending
ORD-1160,2025-09-29,Electronics,Product_14,Consumer,Broken on arrival.,2,-0.5,Negative,Pending
ORD-1161,2025-05-31,Electronics,Product_18,Corporate,Will definitely buy again.,5,0.89,Positive,Pending
ORD-1162,2025-07-29,Beauty,Product_31,Consumer,Does not match the description.,1,-0.56,Negative,Replied
ORD-1163,2025-11-25,Beauty,Product_31,Corporate,Perfect fit and great color.,5,0.89,Positive,Pending
ORD-1164,2025-11-27,Home & Kitchen,Product_34,Consumer,"Average product, nothing special.",3,0.32,Neutral,Replied
ORD-1165,2025-05-31,Beauty,Product_40,Consumer,Perfect fit and great color.,4,0.86,Positive,Replied
ORD-1166,2025-12-18,Home & Kitchen,Product_37,Small Business,Perfect fit and great color.,5,0.52,Positive,Pending
ORD-1167,2025-12-05,Fashion,Product_17,Corporate,Broken on arrival.,2,-0.96,Negative,Pending
ORD-1168,2025-08-06,Electronics,Product_23,Consumer,Very poor customer service.,2,-0.66,Negative,Replied
ORD-1169,2025-03-27,Electronics,Product_22,Consumer,"Average product, nothing special.",3,0.3,Neutral,Replied
ORD-1170,2025-09-22,Sports,Product_12,Consumer,"Average product, nothing special.",3,0.16,Neutral,Replied
ORD-1171,2025-11-20,Sports,Product_33,Small Business,Exceeded my expectations.,4,0.97,Positive,Pending
ORD-1172,2025-01-30,Fashion,Product_27,Small Business,"Arrived on time, works as expected.",3,0.08,Neutral,Replied
ORD-1173,2025-07-10,Sports,Product_13,Consumer,It's okay for the price.,3,0.04,Neutral,Replied
ORD-1174,2025-12-26,Electronics,Product_3,Corporate,Worst purchase ever.,2,-0.58,Negative,Replied
ORD-1175,2025-10-15,Sports,Product_15,Small Business,Exceeded my expectations.,5,0.9,Positive,Replied
ORD-1176,2025-03-18,Fashion,Product_26,Corporate,Broken on arrival.,1,-0.99,Negative,Replied
ORD-1177,2025-02-12,Home & Kitchen,Product_23,Consumer,"Amazing quality, fast shipping!",5,0.67,Positive,Pending
ORD-1178,2025-12-28,Electronics,Product_36,Consumer,Decent quality.,3,-0.38,Neutral,Replied
ORD-1179,2025-03-24,Home & Kitchen,Product_7,Consumer,Exceeded my expectations.,5,0.58,Positive,Replied
ORD-1180,2025-08-07,Electronics,Product_18,Corporate,"Arrived on time, works as expected.",3,-0.36,Neutral,Replied
ORD-1181,2025-09-01,Beauty,Product_11,Corporate,It's okay for the price.,3,0.06,Neutral,Replied
ORD-1182,2025-05-01,Sports,Product_43,Consumer,Very poor customer service.,2,-0.87,Negative,Pending
ORD-1183,2025-05-12,Fashion,Product_31,Consumer,Perfect fit and great color.,5,0.51,Positive,Replied
ORD-1184,2025-12-30,Home & Kitchen,Product_9,Consumer,"Average product, nothing special.",3,0.18,Neutral,Replied
ORD-1185,2025-02-28,Sports,Product_22,Corporate,It's okay for the price.,3,0.1,Neutral,Replied
ORD-1186,2025-10-18,Sports,Product_50,Corporate,"Arrived on time, works as expected.",3,-0.08,Neutral,Replied
ORD-1187,2025-05-27,Electronics,Product_41,Corporate,Worst purchase ever.,2,-0.73,Negative,Replied
ORD-1188,2025-01-25,Electronics,Product_25,Small Business,Does not match the description.,2,-0.7,Negative,Replied
ORD-1189,2025-04-05,Home & Kitchen,Product_16,Consumer,Very poor customer service.,2,-0.8,Negative,Pending
ORD-1190,2025-03-08,Electronics,Product_4,Consumer,Broken on arrival.,2,-0.65,Negative,Replied
ORD-1191,2025-05-14,Beauty,Product_40,Consumer,Very poor customer service.,1,-0.95,Negative,Pending
ORD-1192,2025-07-28,Electronics,Product_13,Small Business,"Amazing quality, fast shipping!",4,0.59,Positive,Replied
ORD-1193,2025-02-17,Electronics,Product_20,Consumer,Perfect fit and great color.,4,0.91,Positive,Replied
ORD-1194,2025-03-27,Sports,Product_37,Corporate,Will definitely buy again.,4,0.97,Positive,Pending
ORD-1195,2025-10-11,Home & Kitchen,Product_22,Corporate,Perfect fit and great color.,4,0.94,Positive,Pending
ORD-1196,2025-03-25,Home & Kitchen,Product_35,Small Business,Exceeded my expectations.,5,0.8,Positive,Pending
ORD-1197,2025-12-26,Fashion,Product_36,Corporate,Worst purchase ever.,2,-0.75,Negative,Replied
ORD-1198,2025-12-07,Beauty,Product_50,Consumer,Very poor customer service.,1,-0.85,Negative,Replied
ORD-1199,2025-02-21,Home & Kitchen,Product_22,Consumer,Exceeded my expectations.,5,0.67,Positive,Replied
ORD-1200,2025-08-02,Home & Kitchen,Product_8,Small Business,"Average product, nothing special.",3,-0.18,Neutral,Pending
ORD-1201,2025-03-12,Beauty,Product_48,Consumer,"Average product, nothing special.",3,-0.16,Neutral,Replied
ORD-1202,2025-04-19,Sports,Product_34,Corporate,"Amazing quality, fast shipping!",4,0.9,Positive,Replied
ORD-1203,2025-01-16,Beauty,Product_22,Corporate,Exceeded my expectations.,4,0.64,Positive,Pending
ORD-1204,2025-10-10,Beauty,Product_40,Corporate,"Amazing quality, fast shipping!",4,0.89,Positive,Replied
ORD-1205,2025-09-29,Electronics,Product_45,Consumer,Does not match the description.,2,-0.65,Negative,Replied
ORD-1206,2025-02-17,Fashion,Product_44,Small Business,It's okay for the price.,3,0.33,Neutral,Replied
ORD-1207,2025-03-13,Home & Kitchen,Product_46,Corporate,"Amazing quality, fast shipping!",5,0.55,Positive,Replied
ORD-1208,2025-09-14,Fashion,Product_41,Small Business,Does not match the description.,1,-0.94,Negative,Pending
ORD-1209,2025-04-12,Sports,Product_11,Small Business,Exceeded my expectations.,4,0.55,Positive,Pending
ORD-1210,2025-01-24,Electronics,Product_44,Consumer,"Average product, nothing special.",3,-0.39,Neutral,Pending
ORD-1211,2025-10-13,Home & Kitchen,Product_22,Consumer,"Arrived on time, works as expected.",3,-0.34,Neutral,Pending
ORD-1212,2025-10-05,Home & Kitchen,Product_18,Corporate,Perfect fit and great color.,4,0.9,Positive,Pending
ORD-1213,2025-06-16,Electronics,Product_35,Consumer,Exceeded my expectations.,4,0.99,Positive,Pending
ORD-1214,2025-07-20,Fashion,Product_13,Corporate,Broken on arrival.,2,-0.67,Negative,Replied
ORD-1215,2025-12-31,Fashion,Product_16,Corporate,"Amazing quality, fast shipping!",5,1.0,Positive,Replied
ORD-1216,2025-05-24,Home & Kitchen,Product_32,Corporate,"Average product, nothing special.",3,-0.15,Neutral,Pending
ORD-1217,2025-03-05,Beauty,Product_39,Corporate,Broken on arrival.,2,-0.57,Negative,Pending
ORD-1218,2025-08-11,Fashion,Product_32,Corporate,Broken on arrival.,2,-0.9,Negative,Pending
ORD-1219,2025-07-28,Fashion,Product_6,Small Business,Decent quality.,3,-0.08,Neutral,Replied
ORD-1220,2025-01-06,Beauty,Product_41,Small Business,Broken on arrival.,2,-0.89,Negative,Replied
ORD-1221,2025-02-04,Electronics,Product_40,Consumer,"Arrived on time, works as expected.",3,0.25,Neutral,Replied
ORD-1222,2025-12-15,Beauty,Product_35,Small Business,"Arrived on time, works as expected.",3,-0.21,Neutral,Pending
ORD-1223,2025-08-27,Home & Kitchen,Product_14,Corporate,Does not match the description.,2,-0.86,Negative,Pending
ORD-1224,2025-07-08,Beauty,Product_32,Small Business,"Average product, nothing special.",3,0.28,Neutral,Pending
ORD-1225,2025-06-15,Home & Kitchen,Product_50,Corporate,It's okay for the price.,3,0.39,Neutral,Pending
ORD-1226,2025-08-08,Home & Kitchen,Product_36,Consumer,Broken on arrival.,2,-0.76,Negative,Replied
ORD-1227,2025-08-04,Fashion,Product_17,Small Business,Very poor customer service.,2,-0.51,Negative,Pending
ORD-1228,2025-03-18,Beauty,Product_10,Corporate,Broken on arrival.,2,-0.78,Negative,Replied
ORD-1229,2025-02-27,Beauty,Product_26,Small Business,Very poor customer service.,2,-0.73,Negative,Replied
ORD-1230,2025-12-07,Sports,Product_17,Consumer,"Average product, nothing special.",3,0.27,Neutral,Pending
ORD-1231,2025-10-17,Electronics,Product_5,Small Business,"Arrived on time, works as expected.",3,-0.3,Neutral,Pending
ORD-1232,2025-04-23,Beauty,Product_39,Small Business,Does not match the description.,1,-0.91,Negative,Replied
ORD-1233,2025-01-19,Home & Kitchen,Product_21,Small Business,Broken on arrival.,2,-0.9,Negative,Replied
ORD-1234,2025-07-17,Home & Kitchen,Product_41,Small Business,Broken on arrival.,2,-0.64,Negative,Replied
ORD-1235,2025-12-16,Beauty,Product_11,Small Business,Broken on arrival.,1,-0.91,Negative,Pending
ORD-1236,2025-08-24,Fashion,Product_35,Small Business,It's okay for the price.,3,0.12,Neutral,Pending
ORD-1237,2025-06-12,Beauty,Product_10,Consumer,Very poor customer service.,2,-0.7,Negative,Pending
ORD-1238,2025-07-27,Sports,Product_15,Small Business,It's okay for the price.,3,0.27,Neutral,Replied
ORD-1239,2025-02-10,Home & Kitchen,Product_9,Consumer,Will definitely buy again.,4,0.84,Positive,Pending
ORD-1240,2025-10-06,Beauty,Product_18,Consumer,"Amazing quality, fast shipping!",4,0.58,Positive,Replied
ORD-1241,2025-12-09,Electronics,Product_2,Small Business,It's okay for the price.,3,-0.05,Neutral,Pending
ORD-1242,2025-01-17,Home & Kitchen,Product_45,Corporate,"Amazing quality, fast shipping!",5,0.72,Positive,Replied
ORD-1243,2025-12-11,Home & Kitchen,Product_35,Corporate,Exceeded my expectations.,5,0.78,Positive,Pending
ORD-1244,2025-05-20,Electronics,Product_30,Small Business,"Arrived on time, works as expected.",3,-0.12,Neutral,Pending
ORD-1245,2025-07-11,Electronics,Product_10,Consumer,It's okay for the price.,3,0.2,Neutral,Replied
ORD-1246,2025-12-31,Beauty,Product_42,Consumer,Will definitely buy again.,5,0.67,Positive,Pending
ORD-1247,2025-11-30,Home & Kitchen,Product_27,Small Business,Very poor customer service.,2,-1.0,Negative,Pending
ORD-1248,2025-07-31,Electronics,Product_25,Consumer,"Average product, nothing special.",3,-0.25,Neutral,Replied
ORD-1249,2025-04-06,Electronics,Product_30,Small Business,"Amazing quality, fast shipping!",5,0.53,Positive,Replied
ORD-1250,2025-08-11,Electronics,Product_2,Small Business,"Arrived on time, works as expected.",3,0.25,Neutral,Replied
ORD-1251,2025-03-22,Fashion,Product_16,Corporate,Perfect fit and great color.,5,0.97,Positive,Replied
ORD-1252,2025-09-05,Electronics,Product_5,Small Business,Will definitely buy again.,5,0.85,Positive,Pending
